text_id,token,label
000280-002,Muncul,O
000280-002,orang,O
000280-002,kedua,O
000280-002,dari,O
000280-002,mereka,O
000280-002,dan,O
000280-002,akhirnya,O
000280-002,dapat,O
000280-002,dibunuh,O
000280-002,lagi,O
000280-002,oleh,O
000280-002,Az-Zubair.,O
000280-002,Orang,O
000280-002,ketiga,O
000280-002,dilayani,O
000280-002,oleh,O
000280-002,Ali,B_PERSON
000280-002,bin,I_PERSON
000280-002,Abu,I_PERSON
000280-002,Thalib,I_PERSON
000280-002,dan,O
000280-002,dapat,O
000280-002,"dibunuhnya,",O
000280-002,hingga,O
000280-002,ada,O
000280-002,sebelas,O
000280-002,orang,O
000280-002,di,O
000280-002,antara,O
000280-002,mereka,O
000280-002,yang,O
000280-002,semuanya,O
000280-002,dapat,O
000280-002,dibunuh.,O
000280-002,Setiap,O
000280-002,kali,O
000280-002,ada,O
000280-002,satu,O
000280-002,orang,O
000280-002,di,O
000280-002,antara,O
000280-002,mereka,O
000280-002,yang,O
000280-002,dapat,O
000280-002,"dibunuh,",O
000280-002,maka,O
000280-002,sisanya,O
000280-002,diseru,O
000280-002,untuk,O
000280-002,masuk,O
000280-002,Islam.,O
000280-002,Saat,O
000280-002,itu,O
000280-002,tiba,O
000280-002,waktu,O
000280-002,shalat.,O
000280-002,Maka,O
000280-002,beliau,O
000280-002,melaksanakan,O
000280-002,shalat,O
000280-002,bersama,O
000280-002,para,O
000280-002,sahabat.,O
000280-002,Setelah,O
000280-002,selesai,O
000280-002,"shalat,",O
000280-002,beliau,O
000280-002,kembali,O
000280-002,menyeru,O
000280-002,mereka,O
000280-002,lagi,O
000280-002,agar,O
000280-002,mau,O
000280-002,masuk,O
000280-002,"Islam,",O
000280-002,mengajak,O
000280-002,kepada,O
000280-002,Allah,O
000280-002,dan,O
000280-002,Rasul-Nya.,O
000280-002,Tetapi,O
000280-002,mereka,O
000280-002,tetap,O
000280-002,menolak.,O
000280-002,Pertempuran,O
000280-002,berjalan,O
000280-002,terus,O
000280-002,hingga,O
000280-002,sore,O
000280-002,hari.,O
000280-002,Esok,O
000280-002,paginya,O
000280-002,selagi,O
000280-002,matahari,O
000280-002,belum,O
000280-002,naik,O
000280-002,"sepenggalah,",O
000280-002,mereka,O
000280-002,sudah,O
000280-002,menyerah.,O
000280-002,Beliau,O
000280-002,dapat,O
000280-002,menaklukkan,O
000280-002,mereka,O
000280-002,dengan,O
000280-002,cara,O
000280-002,damai.,O
000280-002,Cukup,O
000280-002,banyak,O
000280-002,harta,O
000280-002,rampasan,O
000280-002,yang,O
000280-002,diperoleh,O
000280-002,dari,O
000280-002,mereka,O
000280-002,Rasulullah,B_PERSON
000280-002,di,O
000280-002,Wadil,O
000280-002,Qura,O
000280-002,selama,O
000280-002,empat,O
000280-002,"hari,",O
000280-002,dan,O
000280-002,membagi,O
000280-002,harta,O
000280-002,rampasan,O
000280-002,di,O
000280-002,antara,O
000280-002,para,O
000280-002,sahabat.,O
000280-002,Sedangkan,O
000280-002,tanahnya,O
000280-002,diserahkan,O
000280-002,kepada,O
000280-002,penduduk,O
000280-002,Wadil,O
000280-002,Qura,O
000280-002,untuk,O
000280-002,"diolah,",O
000280-002,seperti,O
000280-002,yang,O
000280-002,diberlakukan,O
000280-002,terhadap,O
000280-002,penduduk,O
