text_id,token,label
000135-001,Setelah,O
000135-001,melihat,O
000135-001,apa,O
000135-001,yang,O
000135-001,dialami,O
000135-001,orang-orang,O
000135-001,musyrik,O
000135-001,tatkala,O
000135-001,berhadapan,O
000135-001,dengan,O
000135-001,pasukan,O
000135-001,Muslimin,O
000135-001,yang,O
000135-001,dibantu,O
000135-001,para,O
000135-001,malaikat,O
000135-001,",",O
000135-001,maka,O
000135-001,iblis,O
000135-001,yang,O
000135-001,berbentuk,O
000135-001,Suraqah,B_PERSON
000135-001,bin,I_PERSON
000135-001,Malik,I_PERSON
000135-001,bin,I_PERSON
000135-001,Ju'syum,I_PERSON
000135-001,",",O
000135-001,yang,O
000135-001,semenjak,O
000135-001,semula,O
000135-001,memang,O
000135-001,menyertai,O
000135-001,pasukan,O
000135-001,Quraisy,O
000135-001,",",O
000135-001,segera,O
000135-001,beranjak,O
000135-001,untuk,O
000135-001,melarikan,O
000135-001,diri,O
000135-001,dari,O
000135-001,kancah,O
000135-001,.,O
000135-001,Al-Harits,B_PERSON
000135-001,bin,I_PERSON
000135-001,Hisyam,I_PERSON
000135-001,yang,O
000135-001,melihat,O
000135-001,gelagatnya,O
000135-001,itu,O
000135-001,hendak,O
000135-001,memegangnya,O
000135-001,.,O
000135-001,Tentu,O
000135-001,saja,O
000135-001,dia,O
000135-001,mengira,O
000135-001,Iblis,O
000135-001,itu,O
000135-001,benar-benar,O
000135-001,Suraqah,O
000135-001,.,O
000135-001,"""",O
000135-001,Mau,O
000135-001,kemana,O
000135-001,kamu,O
000135-001,Suraqah,O
000135-001,"?""",O
000135-001,tanya,O
000135-001,Al-Harits,O
000135-001,".""",O
000135-001,Bukankan,O
000135-001,engkau,O
000135-001,pernah,O
000135-001,berkata,O
000135-001,bahwa,O
000135-001,engkau,O
000135-001,akan,O
000135-001,menjadi,O
000135-001,pendukung,O
000135-001,kami,O
000135-001,dan,O
000135-001,tidak,O
000135-001,akan,O
000135-001,meninggalkan,O
000135-001,kami,O
000135-001,"?""",O
000135-001,Namun,O
000135-001,iblis,O
000135-001,itu,O
000135-001,memukul,O
000135-001,dada,O
000135-001,Al-Harits,O
000135-001,hingga,O
000135-001,membuatnya,O
000135-001,terjengkang,O
000135-001,.,O
000135-001,Kemudian,O
000135-001,Suraqah,O
000135-001,menjawab,O
000135-001,",",O
000135-001,"""",O
000135-001,Sesunguhnya,O
000135-001,aku,O
000135-001,telah,O
000135-001,melihat,O
000135-001,apa,O
000135-001,yang,O
000135-001,tidak,O
000135-001,kalian,O
000135-001,lihat,O
000135-001,.,O
000135-001,Sesungguhnya,O
000135-001,aku,O
000135-001,takut,O
000135-001,kepada,O
000135-001,Allah,O
000135-001,.,O
000135-001,Siksaan,O
000135-001,Allah,O
000135-001,benar-,O
000135-001,benar,O
000135-001,amat,O
000135-001,pedih,O
000135-001,".""",O
000135-001,Setelah,O
000135-001,itu,O
000135-001,dia,O
000135-001,lari,O
000135-001,dan,O
000135-001,menceburkan,O
000135-001,dirinya,O
000135-001,ke,O
000135-001,laut,O
000135-001,.,O
000174-001,Dua,O
000174-001,pihak,O
000174-001,saling,O
