text_id,token,label
000049-007,"blak-blakan,",O
000049-007,dengan,O
000049-007,memelototkan,O
000049-007,mata,O
000049-007,dan,O
000049-007,mencemooh.,O
000049-007,Sedangkan,O
000049-007,lumazal,O
000049-007,artinya,O
000049-007,mencela,O
000049-007,orang,O
000049-007,lain,O
000049-007,secara,O
000049-007,sembunyi-sembunyi,O
000049-007,atau,O
000049-007,mengganggunya.,O
000049-007,Saudara,O
000049-007,Umayyah,B-PERSON
000049-007,bin,I-PERSON
000049-007,"Khalaf,",I-PERSON
000049-007,Ubay,B-PERSON
000049-007,bin,I-PERSON
000049-007,"Khalaf,",I-PERSON
000049-007,tak,O
000049-007,jauh,O
000049-007,berbeda,O
000049-007,dengan,O
000049-007,Uqbah,B-PERSON
000049-007,bin,I-PERSON
000049-007,Abu,I-PERSON
000049-007,Mu'ith.,I-PERSON
000049-007,Suatu,O
000049-007,kali,O
000049-007,Uqbah,B-PERSON
000049-007,mengintip,O
000049-007,di,O
000049-007,dekat,O
000049-007,Nabi,O
000049-007,dan,O
000049-007,mendengarkan,O
000049-007,bacaan,O
000049-007,Al-Qur,O
000049-007,an,O
000049-007,dari,O
000049-007,beliau.,O
000049-007,Tatkala,O
000049-007,tindakannya,O
000049-007,ini,O
000049-007,didengar,O
000049-007,dan,O
000049-007,diketahui,O
000049-007,"Ubay,",O
000049-007,maka,O
000049-007,Ubay,O
000049-007,langsung,O
000049-007,menyindir,O
000049-007,dan,O
000049-007,"mengejeknya,",O
000049-007,lalu,O
000049-007,dia,O
000049-007,meminta,O
000049-007,agar,O
000049-007,Uqbah,B-PERSON
000049-007,meludahi,O
000049-007,wajah,O
000049-007,beliau.,O
000049-007,Ternyata,O
000049-007,Uqbah,B-PERSON
000049-007,benar-benar,O
000049-007,melakukan,O
000049-007,anjuran,O
000049-007,itu.,O
000049-007,Ubay,B-PERSON
000049-007,bin,I-PERSON
000049-007,Khalaf,I-PERSON
000049-007,sendiri,O
000049-007,meremukkan,O
000049-007,tulang-belulang,O
000049-007,hingga,O
000049-007,"hancur,",O
000049-007,lalu,O
000049-007,menaburkannya,O
000049-007,menurut,O
000049-007,arah,O
000049-007,mata,O
000049-007,angin,O
000049-007,yang,O
000049-007,berhembus,O
000049-007,ke,O
000049-007,arah,O
000049-007,beliau.,O
000049-007,Al-Akhnas,B-PERSON
000049-007,bin,B-PERSON
000049-007,Syariq,I-PERSON
000049-007,Ats-Tsaqafi,O
000049-007,termasuk,O
000049-007,orang,O
000049-007,yang,O
000049-007,menyakiti,O
000049-007,Rasulullah,B-PERSON
000049-007,.,O
000049-007,Al-Qur'an,O
000049-007,memberinya,O
000049-007,sembilan,O
000049-007,sifat,O
000049-007,yang,O
000049-007,menunjukkan,O
000049-007,keadaan,O
000049-007,"dirinya,",O
000049-007,yaitu,O
000049-007,dalam,O
000049-007,firman,O
000049-007,"Allah,",O
000049-007,"""Dan",O
000049-007,janganlah,O
000049-007,kamu,O
000049-007,ikuti,O
000049-007,setiap,O
000049-007,orang,O
000049-007,yang,O
000049-007,banyak,O
000049-007,bersumpah,O
000049-007,lagi,O
000049-007,"hina,",O
000049-007,yang,O
000049-007,banyak,O
000049-007,"mencela,",O
000049-007,yang,O
000049-007,kian,O
000049-007,ke,O
000049-007,mari,O
000049-007,menghambur,O
000049-007,"fitnah,",O
000049-007,yang,O
000049-007,banyak,O
000049-007,menghalangi,O
000049-007,perbuatan,O
000049-007,"baik,",O
000049-007,yang,O
000049-007,melampaui,O
000049-007,batas,O
000049-007,lagi,O
000049-007,banyak,O
000049-007,"dosa,",O
000049-007,yang,O
000049-007,kaku,O
000049-007,"kasar,",O
000049-007,selain,O
000049-007,dari,O
000049-007,"itu,",O
000049-007,yang,O
000049-007,terkenal,O
000049-007,"kejahatannya,",O
000049-007,"""",O
000049-007,(Al-Qalam:,O
000049-007,10-13),O
000049-007,Kadang-kadang,O
000049-007,Abu,B-PERSON
000049-007,Jahal,I-PERSON
000049-007,mendekati,O
000049-007,Nabi,O
000049-007,untuk,O
000049-007,mendengarkan,O
000049-007,bacaan,O
000049-007,Al-Qur',O
000049-007,"an,",O
000049-007,kemudian,O
000049-007,beranjak,O
000049-007,pergi.,O
000049-007,Namun,O
000049-007,tiada,O
000049-007,juga,O
000049-007,dia,O
000049-007,beriman,O
000049-007,dan,O
000049-007,"tunduk,",O
000049-007,tidak,O
000049-007,mau,O
000049-007,mengambil,O
000049-007,pelajaran,O
000049-007,dan,O
000049-007,tidak,O
000049-007,takut.,O
000049-007,Dia,O
000049-007,mengganggu,O
000049-007,beliau,O
000049-007,dengan,O
000049-007,"kata-kata,",O
000049-007,menghalangi,O
000049-007,orang,O
000049-007,dari,O
000049-007,jalan,O
