text_id,token,label
000047-001,Selama,O
000047-001,masa-masa,O
000047-001,itu,O
000047-001,orang-orang,O
000047-001,Quraisy,O
000047-001,juga,O
000047-001,disibukkan,O
000047-001,urusan,O
000047-001,lain,O
000047-001,",",O
000047-001,yaitu,O
000047-001,semakin,O
000047-001,dekatnya,O
000047-001,jarak,O
000047-001,antara,O
000047-001,dakwah,O
000047-001,secara,O
000047-001,terang-terangan,O
000047-001,dengan,O
000047-001,musim,O
000047-001,haji,O
000047-001,.,O
000047-001,Mereka,O
000047-001,menyadari,O
000047-001,bahwa,O
000047-001,berbagai,O
000047-001,utusan,O
000047-001,dari,O
000047-001,seluruh,O
000047-001,Jazirah,B_LOCATION
000047-001,Arab,I_LOCATION
000047-001,akan,O
000047-001,mendatangi,O
000047-001,mereka,O
000047-001,.,O
000047-001,Oleh,O
000047-001,karena,O
000047-001,itu,O
000047-001,mereka,O
000047-001,berpendapat,O
000047-001,untuk,O
000047-001,mengeluarkan,O
000047-001,satu,O
000047-001,pernyataan,O
000047-001,resmi,O
000047-001,yang,O
000047-001,disampaikan,O
000047-001,kepada,O
000047-001,bangsa,O
000047-001,Arab,O
000047-001,tentang,O
000047-001,status,O
000047-001,Muhammad,B_PERSON
000047-001,",",O
000047-001,agar,O
000047-001,dakwah,O
000047-001,beliau,O
000047-001,tidak,O
000047-001,meninggalkan,O
000047-001,pengaruh,O
000047-001,di,O
000047-001,dalam,O
000047-001,jiwa,O
000047-001,mereka,O
000047-001,.,O
000047-001,Mereka,O
000047-001,pun,O
000047-001,berkumpul,O
000047-001,di,O
000047-001,tempat,O
000047-001,Al-Walid,B_PERSON
000047-001,bin,I_PERSON
000047-001,Al-Mughirah,I_PERSON
000047-001,",",O
000047-001,memperbincangkan,O
000047-001,masalah,O
000047-001,ini,O
000047-001,.,O
000047-001,Al-Walid,O
000047-001,berkata,O
000047-001,",",O
000047-001,Ambil,O
000047-001,satu,O
000047-001,kesimpulan,O
000047-001,tentang,O
000047-001,masalah,O
000047-001,ini,O
000047-001,",",O
000047-001,dan,O
000047-001,jangan,O
000047-001,sampai,O
000047-001,kalian,O
000047-001,saling,O
000047-001,berbeda,O
000047-001,pendapat,O
000047-001,",",O
000047-001,sehingga,O
000047-001,sebagian,O
000047-001,di,O
000047-001,antara,O
000047-001,kalian,O
000047-001,mendustakan,O
000047-001,sebagian,O
000047-001,yang,O
000047-001,lain,O
000047-001,",",O
000047-001,sebagian,O
000047-001,menyanggah,O
000047-001,sebagian,O
000047-001,yang,O
000047-001,lain,O
000047-001,".""""",O
000047-001,"""",O
000047-001,Pendapatmu,O
000047-001,sendiri,O
000047-001,bagaimana,O
000047-001,"?""",O
000047-001,tanya,O
000047-001,mereka,O
000047-001,.,O
000047-001,"""",O
000047-001,Sampaikan,O
000047-001,dulu,O
000047-001,pendapat,O
000047-001,kalian,O
000047-001,",",O
000047-001,biar,O
000047-001,aku,O
000047-001,mendengarnya,O
000047-001,",""",O
000047-001,kata,O
000047-001,Al-Walid,B_PERSON
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,bahwa,O
000047-001,dia,O
000047-001,adalah,O
000047-001,seorang,O
000047-001,dukun,O
000047-001,".""",O
000047-001,"""",O
000047-001,Tidak,O
000047-001,",",O
000047-001,demi,O
000047-001,Allah,O
000047-001,",",O
000047-001,dia,O
000047-001,bukanlah,O
000047-001,seorang,O
000047-001,dukun,O
000047-001,",""",O
000047-001,jawab,O
000047-001,Al-Walid,O
000047-001,",",O
000047-001,toh,O
000047-001,kita,O
000047-001,pernah,O
000047-001,melihat,O
000047-001,para,O
000047-001,dukun,O
000047-001,.,O
000047-001,Dia,O
000047-001,sama,O
000047-001,sekali,O
000047-001,tidak,O
000047-001,menggunakan,O
000047-001,sajak,O
000047-001,dan,O
000047-001,mantera,O
000047-001,seperti,O
000047-001,dukun,O
000047-001,".""",O
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,",",O
000047-001,dia,O
000047-001,orang,O
000047-001,sinting,O
000047-001,",""",O
000047-001,kata,O
000047-001,mereka,O
000047-001,.,O
000047-001,"""",O
000047-001,Dia,O
000047-001,bukanlah,O
000047-001,orang,O
000047-001,sinting,O
000047-001,",""",O
000047-001,kata,O
000047-001,Al-Walid,O
000047-001,",",O
000047-001,"""",O
000047-001,toh,O
000047-001,kita,O
000047-001,sudah,O
000047-001,melihat,O
000047-001,orang-orang,O
000047-001,sinting,O
000047-001,dan,O
000047-001,mengetahuinya,O
000047-001,.,O
000047-001,Dia,O
000047-001,tidak,O
000047-001,menangis,O
000047-001,tersedu-sedu,O
000047-001,tidak,O
000047-001,bertindak,O
000047-001,sekenanya,O
000047-001,dan,O
000047-001,tidak,O
000047-001,berbisik-bisik,O
000047-001,layaknya,O
000047-001,orang,O
000047-001,sinting,O
000047-001,".""",O
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,",",O
000047-001,dia,O
000047-001,seorang,O
000047-001,penyair,O
000047-001,",""",O
000047-001,kata,O
000047-001,mereka,O
000047-001,.,O
000051-003,Rasulullah,B_PERSON
000051-003,sudah,O
000051-003,tahu,O
000051-003,bahwa,O
000051-003,Ashhamah,O
000051-003,An-Najasyi,B_PERSON
000051-003,",",O
000051-003,raja,O
000051-003,yang,O
000051-003,berkuasa,O
000051-003,di,O
000051-003,Habasyah,B_LOCATION
000051-003,adalah,O
000051-003,seorang,O
000051-003,raja,O
000051-003,yang,O
000051-003,adil,O
000051-003,",",O
000051-003,tak,O
000051-003,bakal,O
000051-003,ada,O
000051-003,seorang,O
000051-003,pun,O
000051-003,yang,O
000051-003,teraniaya,O
000051-003,di,O
000051-003,sisinya,O
000051-003,.,O
000051-003,Oleh,O
000051-003,karena,O
000051-003,itu,O
000051-003,beliau,O
000051-003,memerintahkan,O
000051-003,agar,O
000051-003,beberapa,O
000051-003,orang,O
000051-003,Muslim,O
000051-003,hijrah,O
000051-003,ke,O
000051-003,Habasyah,B_LOCATION
000051-003,",",O
000051-003,melepaskan,O
000051-003,diri,O
000051-003,dari,O
000051-003,cobaan,O
000051-003,sambil,O
000051-003,membawa,O
000051-003,agamanya,O
000051-003,.,O
000051-003,Pada,O
000051-003,bulan,B_TIME
000051-003,Rajab,I_TIME
000051-003,tahun,O
000051-003,kelima,O
000051-003,dari,O
000051-003,nubuwah,O
000051-003,",",O
000051-003,sekelompok,O
000051-003,sahabat,O
000051-003,hijrah,O
000051-003,yang,O
000051-003,pertama,O
000051-003,kali,O
000051-003,ke,O
000051-003,Habasyah,B_LOCATION
000051-003,",",O
000051-003,terdiri,O
000051-003,dari,O
000051-003,dua,O
000051-003,belas,O
000051-003,orang,O
000051-003,laki-laki,O
000051-003,dan,O
000051-003,empat,O
000051-003,orang,O
000051-003,wanita,O
000051-003,",",O
000051-003,yang,O
000051-003,dipimpin,O
000051-003,Utsman,B_PERSON
000051-003,bin,I_PERSON
000051-003,Affan,I_PERSON
000051-003,.,O
000051-003,Dalam,O
000051-003,rombongan,O
000051-003,ini,O
000051-003,ikut,O
000051-003,pula,O
000051-003,Sayyidah,O
000051-003,Ruqayyah,O
000051-003,",",O
000051-003,putri,O
000051-003,Rasulullah,B_PERSON
000051-003,.,O
000051-003,Beliau,O
000051-003,bersabda,O
000051-003,tentang,O
000051-003,keduanya,O
000051-003,",",O
000051-003,"""",O
000051-003,Mereka,O
000051-003,berdua,O
000051-003,adalah,O
000051-003,penduduk,O
000051-003,Baitul-Haram,O
000051-003,pertama,O
000051-003,yang,O
000051-003,hijrah,O
000051-003,di,O
000051-003,jalan,O
000051-003,Allah,O
000051-003,setelah,O
000051-003,Ibrahim,B_PERSON
000051-003,dan,O
000051-003,83,O
000051-003,Mukhashar,O
000051-003,Siratir-Rasul,O
000051-003,",",O
000051-003,Syaikh,O
000051-003,Abdullah,O
000051-003,An-Najdi,O
000051-003,",",O
000051-003,hal,O
000051-003,.,O
000051-003,92-93,O
000051-003,;,O
000051-003,Zadul-Ma'd,O
000051-003,",",O
000051-003,1/24,O
000051-003,;,O
000051-003,Rahmah,O
000051-003,Lil-,O
000051-003,'alamin,O
000051-003,",",O
000051-003,1/61,O
000051-003,.,O
000051-003,Dengan,O
000051-003,berjalan,O
000051-003,mengendap-ngendap,O
000051-003,di,O
000051-003,tengah,O
000051-003,malam,O
000051-003,",",O
000051-003,mereka,O
000051-003,pergi,O
000051-003,menuju,O
000051-003,pinggir,O
000051-003,pantai,O
000051-003,",",O
000051-003,agar,O
000051-003,tidak,O
000051-003,diketahui,O
000051-003,orang-orang,O
000051-003,Quraisy,O
000051-003,.,O
000051-003,Secara,O
000051-003,kebetulan,O
000051-003,saat,O
000051-003,mereka,O
000051-003,tiba,O
000051-003,di,O
000051-003,pelabuhan,O
000051-003,Syaiban,B_LOCATION
000051-003,",",O
000051-003,ada,O
000051-003,dua,O
000051-003,kapal,O
000051-003,datang,O
000051-003,yang,O
000051-003,bertolak,O
000051-003,menuju,O
000051-003,Habasyah,B_LOCATION
000051-003,.,O
000051-003,Setelah,O
000051-003,orang-orang,O
000051-003,Quraisy,O
000051-003,mengetahui,O
000051-003,kepergian,O
000051-003,orang-orang,O
000051-003,Muslim,O
000051-003,ini,O
000051-003,",",O
000051-003,mereka,O
000051-003,segera,O
000051-003,mengejar,O
000051-003,.,O
000051-003,Tetapi,O
000051-003,tatkala,O
000051-003,mereka,O
000051-003,tiba,O
000051-003,di,O
000051-003,pinggir,O
000051-003,pantai,O
000051-003,",",O
000051-003,orang-orang,O
000051-003,Muslim,O
000051-003,sudah,O
000051-003,bertolak,O
000051-003,dengan,O
000051-003,selamat,O
000051-003,.,O
000051-003,Orang,O
000051-003,orang,O
000051-003,Muslim,O
000051-003,hidup,O
000051-003,di,O
000051-003,sana,O
000051-003,dengan,O
000051-003,mendapat,O
000051-003,perlakuan,O
000051-003,yang,O
000051-003,baik,O
000051-003,.,O
000051-003,Pada,O
000051-003,bulan,B_TIME
000051-003,Ramadhan,I_TIME
000051-003,di,O
000051-003,tahun,O
000051-003,yang,O
000051-003,sama,O
000051-003,",",O
000051-003,Nabi,O
000051-003,keluar,O
000051-003,dari,O
000051-003,Masjidil,B_LOCATION
000051-003,Haram,I_LOCATION
000051-003,",",O
000051-003,yang,O
000051-003,saat,O
000051-003,itu,O
000051-003,para,O
000051-003,pemuka,O
000051-003,dan,O
000051-003,pembesar,O
000051-003,Quraisy,O
000051-003,sedang,O
000051-003,berkumpul,O
000051-003,di,O
000051-003,sana,O
000051-003,.,O
000051-004,Pada,O
000051-004,bulan,B_TIME
000051-004,Ramadhan,I_TIME
000051-004,di,O
000051-004,tahun,O
000051-004,yang,O
000051-004,sama,O
000051-004,",",O
000051-004,Nabi,O
000051-004,keluar,O
000051-004,dari,O
000051-004,Masjidil,B_LOCATION
000051-004,Haram,I_LOCATION
000051-004,",",O
000051-004,yang,O
000051-004,saat,O
000051-004,itu,O
000051-004,para,O
000051-004,pemuka,O
000051-004,dan,O
000051-004,pembesar,O
000051-004,Quraisy,O
000051-004,sedang,O
000051-004,berkumpul,O
000051-004,di,O
000051-004,sana,O
000051-004,.,O
000051-004,Beliau,O
000051-004,berdiri,O
000051-004,di,O
000051-004,hadapan,O
000051-004,mereka,O
000051-004,",",O
000051-004,lalu,O
000051-004,seketika,O
000051-004,itu,O
000051-004,pula,O
000051-004,membacakan,O
000051-004,surat,O
000051-004,An-Najm,O
000051-004,.,O
000051-004,Orang-orang,O
000051-004,kafir,O
000051-004,itu,O
000051-004,tidak,O
000051-004,pernah,O
000051-004,mendengarkan,O
000051-004,kalam,O
000051-004,Allah,O
000051-004,yang,O
000051-004,seperti,O
000051-004,itu,O
000051-004,sebelumnya,O
000051-004,.,O
000051-004,Sebab,O
000051-004,redaksi,O
000051-004,mereka,O
000051-004,panjang-panjang,O
000051-004,seperti,O
000051-004,biasanya,O
000051-004,",",O
000051-004,memaksa,O
000051-004,sebagian,O
000051-004,di,O
000051-004,antara,O
000051-004,mereka,O
000051-004,untuk,O
000051-004,menjelaskan,O
000051-004,kepada,O
000051-004,sebagian,O
000051-004,yang,O
000051-004,lain,O
000051-004,",",O
000051-004,seperti,O
000051-004,yang,O
000051-004,dijelaskan,O
000051-004,Allah,O
000051-004,",",O
000051-004,"""",O
000051-004,Dan,O
000051-004,orang-orang,O
000051-004,yang,O
000051-004,kafir,O
000051-004,berkata,O
000051-004,",",O
000051-004,Janganlah,O
000051-004,kalian,O
000051-004,mendengar,O
000051-004,dengan,O
000051-004,sungguh-sungguh,O
000051-004,akan,O
000051-004,Al-Qur'an,O
000051-004,ini,O
000051-004,dan,O
000051-004,buatlah,O
000051-004,hiruk,O
000051-004,pikuk,O
000051-004,terhadapnya,O
000051-004,",",O
000051-004,supaya,O
000051-004,kalian,O
000051-004,dapat,O
000051-004,mengalahkannya,O
000051-004,".""",O
000051-004,(,O
000051-004,Fushshilat,O
000051-004,:,O
000051-004,26,O
000051-004,),O
000051-004,Tetapi,O
000051-004,tatkala,O
000051-004,dilantunkan,O
000051-004,bacaan,O
000051-004,surat,O
000051-004,ini,O
000051-004,",",O
000051-004,gendang,O
000051-004,telinga,O
000051-004,mereka,O
000051-004,diketuk,O
000051-004,kalam,O
000051-004,Ilahi,O
000051-004,yang,O
000051-004,indah,O
000051-004,menawan,O
000051-004,",",O
000051-004,yang,O
000051-004,keindahannya,O
000051-004,sulit,O
000051-004,dilukiskan,O
000051-004,dengan,O
000051-004,suatu,O
000051-004,gambaran,O
000051-004,",",O
000051-004,mereka,O
000051-004,pun,O
000051-004,diam,O
000051-004,terpesona,O
000051-004,",",O
000051-004,menyimak,O
000051-004,isinya,O
000051-004,dan,O
000051-004,semua,O
000051-004,orang,O
000051-004,khidmat,O
000051-004,mendengarnya,O
000051-004,",",O
000051-004,sehingga,O
000051-004,tidak,O
000051-004,ada,O
000051-004,pikiran,O
000051-004,lain,O
000051-004,yang,O
000051-004,melintas,O
000051-004,di,O
000051-004,dalam,O
000051-004,benak,O
000051-004,mereka,O
000051-004,.,O
000051-004,Tatkala,O
000051-004,beliau,O
000051-004,membacakan,O
000051-004,penutup,O
000051-004,surat,O
000051-004,ini,O
000051-004,",",O
000051-004,hati,O
000051-004,mereka,O
000051-004,serasa,O
000051-004,terbang,O
000051-004,.,O
000051-004,Akhirnya,O
000051-004,beliau,O
000051-004,membaca,O
000051-004,ayat,O
000051-004,terakhir,O
000051-004,",",O
000051-004,'Maka,O
000051-004,bersujudlah,O
000051-004,kepada,O
000051-004,Allah,O
000051-004,dan,O
000051-004,sembahlah,O
000051-004,(,O
000051-004,Dia,O
000051-004,),O
000051-004,""".",O
000051-004,(,O
000051-004,An-Najam,O
000051-004,:,O
000051-004,62,O
000051-004,),O
000051-004,Mereka,O
000051-004,pun,O
000051-004,sujud,O
000051-004,.,O
000051-004,Tak,O
000051-004,seorang,O
000051-004,pun,O
000051-004,mampu,O
000051-004,menguasai,O
000051-004,diri,O
000051-004,",",O
000051-004,dan,O
000051-004,mereka,O
000051-004,semua,O
000051-004,merunduk,O
000051-004,dalam,O
000051-004,keadaan,O
000051-004,sujud,O
000051-004,.,O
000051-004,Sebenarnya,O
000051-004,sinar-sinar,O
000051-004,kebenaran,O
000051-004,telah,O
000051-004,merasuk,O
000051-004,ke,O
000051-004,dalam,O
000051-004,jiwa,O
000051-004,orang-orang,O
000051-004,yang,O
000051-004,sombong,O
000051-004,dan,O
000051-004,selalu,O
000051-004,mengolok-ngolok,O
000051-004,itu,O
000051-004,.,O
000051-004,Mereka,O
000051-004,tidak,O
000051-004,mampu,O
000051-004,menahan,O
000051-004,diri,O
000051-004,untuk,O
000051-004,sujud,O
000051-004,.,O
000051-004,4,O
000051-004,84,O
000051-004,Tafhimul-Qur,O
000051-004,'an,O
000051-004,",",O
000051-004,5/188,O
000051-004,.,O
000052-002,Kami,O
000052-002,diutus,O
000052-002,para,O
000052-002,pembesar,O
000052-002,kaum,O
000052-002,mereka,O
000052-002,",",O
000052-002,dari,O
000052-002,bapak-bapak,O
000052-002,",",O
000052-002,paman,O
000052-002,dan,O
000052-002,keluarga,O
000052-002,mereka,O
000052-002,untuk,O
000052-002,menemui,O
000052-002,tuan,O
000052-002,",",O
000052-002,agar,O
000052-002,tuan,O
000052-002,berkenan,O
000052-002,mengembaikan,O
000052-002,orang-orang,O
000052-002,ini,O
000052-002,kepada,O
000052-002,mereka,O
000052-002,.,O
000052-002,Sebab,O
000052-002,mereka,O
000052-002,itu,O
000052-002,lebih,O
000052-002,berhak,O
000052-002,terhadap,O
000052-002,orang-orang,O
000052-002,tersebut,O
000052-002,dan,O
000052-002,lebih,O
000052-002,tahu,O
000052-002,apa,O
000052-002,yang,O
000052-002,telah,O
000052-002,mendorong,O
000052-002,orang-orang,O
000052-002,tersebut,O
000052-002,mencela,O
000052-002,dan,O
000052-002,mencaci,O
000052-002,mereka,O
000052-002,".""",O
000052-002,Benar,O
000052-002,apa,O
000052-002,yang,O
000052-002,dikatakan,O
000052-002,mereka,O
000052-002,berdua,O
000052-002,",",O
000052-002,wahai,O
000052-002,Baginda,O
000052-002,Raja,O
000052-002,.,O
000052-002,Maka,O
000052-002,serahkanlah,O
000052-002,mereka,O
000052-002,itu,O
000052-002,kepada,O
000052-002,mereka,O
000052-002,berdua,O
000052-002,",",O
000052-002,agar,O
000052-002,keduanya,O
000052-002,mengembalikan,O
000052-002,mereka,O
000052-002,ke,O
000052-002,kaum,O
000052-002,dan,O
000052-002,negerinya,O
000052-002,",""",O
000052-002,kata,O
000052-002,para,O
000052-002,uskup,O
000052-002,.,O
000052-002,Tetapi,O
000052-002,Raja,O
000052-002,Naj,B_PERSON
000052-002,asyi,I_PERSON
000052-002,merasa,O
000052-002,perlu,O
000052-002,untuk,O
000052-002,meneliti,O
000052-002,secara,O
000052-002,detil,O
000052-002,masalah,O
000052-002,ini,O
000052-002,dan,O
000052-002,mendengarkan,O
000052-002,dari,O
000052-002,masing-masing,O
000052-002,pihak,O
000052-002,.,O
000052-002,Maka,O
000052-002,Raja,O
000052-002,Najasyi,B_PERSON
000052-002,mengirim,O
