text_id,token,label
000055-004,Kemudian,O
000055-004,beliau,O
000055-004,melewati,O
000055-004,mereka,O
000055-004,dalam,O
000055-004,keadaan,O
000055-004,thawaf,O
000055-004,mengelilingi,O
000055-004,Ka'bah,B_LOCATION
000055-004,.,O
000055-004,Mereka,O
000055-004,memberondong,O
000055-004,beliau,O
000055-004,dengan,O
000055-004,kata-kata,O
000055-004,penghinaan,O
000055-004,.,O
000055-004,Aku,O
000055-004,bisa,O
000055-004,melihat,O
000055-004,yang,O
000055-004,demikian,O
000055-004,itu,O
000055-004,di,O
000055-004,wajah,O
000055-004,beliau,O
000055-004,.,O
000055-004,Tatkala,O
000055-004,lewat,O
000055-004,untuk,O
000055-004,kedua,O
000055-004,kalinya,O
000055-004,",",O
000055-004,mereka,O
000055-004,melakukan,O
000055-004,hal,O
000055-004,yang,O
000055-004,sama,O
000055-004,lagi,O
000055-004,.,O
000055-004,Aku,O
000055-004,bisa,O
000055-004,mengetahui,O
000055-004,yang,O
000055-004,demikian,O
000055-004,itu,O
000055-004,di,O
000055-004,wajah,O
000055-004,beliau,O
000055-004,.,O
000055-004,Kemudian,O
000055-004,tatkala,O
000055-004,beliau,O
000055-004,lewat,O
000055-004,untuk,O
000055-004,ketiga,O
000055-004,kalinya,O
000055-004,",",O
000055-004,mereka,O
000055-004,melakukan,O
000055-004,hal,O
000055-004,yang,O
000055-004,sama,O
000055-004,lagi,O
000055-004,.,O
000055-004,Saat,O
000055-004,itu,O
000055-004,beliau,O
000055-004,berdiri,O
000055-004,kemudian,O
000055-004,bersabda,O
000055-004,",",O
000055-004,"""",O
000055-004,Adakah,O
000055-004,kalian,O
000055-004,mendengar,O
000055-004,wahai,O
000055-004,semua,O
000055-004,orang,O
000055-004,Quraisy,O
000055-004,?,O
000055-004,Demi,O
000055-004,diriku,O
000055-004,ada,O
000055-004,di,O
000055-004,Tangan-Nya,O
000055-004,",",O
000055-004,aku,O
000055-004,telah,O
000055-004,datang,O
000055-004,kepada,O
000055-004,kalian,O
000055-004,sambil,O
000055-004,membawa,O
000055-004,sembelihan,O
000055-004,".""",O
000055-004,Kata-kata,O
000055-004,beliau,O
000055-004,ini,O
000055-004,terus,O
000055-004,mengiang-ngiang,O
000055-004,di,O
000055-004,dalam,O
000055-004,diri,O
000055-004,mereka,O
000055-004,",",O
000055-004,hingga,O
000055-004,masing-masing,O
000055-004,di,O
000055-004,antara,O
000055-004,mereka,O
000055-004,merasa,O
000055-004,di,O
000055-004,atas,O
000055-004,kepalanya,O
000055-004,ada,O
000055-004,burung,O
000055-004,yang,O
000055-004,akan,O
000055-004,menyambar,O
000055-004,.,O
000055-004,Hingga,O
000055-004,ada,O
000055-004,di,O
000055-004,antara,O
000055-004,mereka,O
000055-004,yang,O
000055-004,berusaha,O
000055-004,menghibur,O
000055-004,diri,O
000055-004,dari,O
000055-004,rasa,O
000055-004,takutnya,O
000055-004,dengan,O
000055-004,cara,O
000055-004,yang,O
000055-004,dianggap,O
000055-004,paling,O
000055-004,baik,O
000055-004,",",O
000055-004,lalu,O
000055-004,berkata,O
000055-004,",",O
000055-004,"""",O
000055-004,Pergilah,O
000055-004,wahai,O
000055-004,Abu,B_PERSON
000055-004,Al-Qasim,O
000055-004,.,O
000055-004,Demi,O
000055-004,Allah,O
000055-004,",",O
000055-004,engkau,O
000055-004,bukanlah,O
000055-004,orang,O
000055-004,yang,O
000055-004,asing,O
000055-004,".""",O
000055-004,Besoknya,O
000055-004,mereka,O
000055-004,berkumpul,O
000055-004,lagi,O
000055-004,",",O
000055-004,dan,O
000055-004,selagi,O
000055-004,beliau,O
000055-004,muncul,O
000055-004,",",O
000055-004,mereka,O
000055-004,berembug,O
000055-004,.,O
000055-004,Akhirnya,O
000055-004,secara,O
000055-004,serentak,O
000055-004,mereka,O
000055-004,merembug,O
000055-004,dan,O
000055-004,mengepung,O
000055-004,beliau,O
000055-004,.,O
000055-004,Kulihat,I_PERSON
000055-004,seorang,O
000055-004,di,O
000055-004,antara,O
000055-004,mereka,O
000055-004,memegang,O
000055-004,jubah,O
000055-004,beliau,O
000055-004,.,O
000055-004,Abu,B_PERSON
000055-004,Bakar,I_PERSON
000055-004,berdiri,O
000055-004,di,O
000055-004,samping,O
000055-004,beliau,O
000055-004,",",O
000055-004,sambil,O
000055-004,menangis,O
000055-004,dia,O
000055-004,berkata,O
000055-004,",",O
000055-004,"""",O
000055-004,Apakah,O
000055-004,kalian,O
000055-004,tega,O
000055-004,membunuh,O
000055-004,seseorang,O
000055-004,yang,O
000055-004,berkata,O
000055-004,",",O
000055-004,Rabb-ku,O
000055-004,adalah,O
000055-004,Allah,O
000055-004,"?""",O
000055-004,Kemudian,O
000055-004,mereka,O
000055-004,beranjak,O
000055-004,pergi,O
000055-004,meninggalkan,O
000055-004,beliau,O
000055-004,.,O
000055-004,An-Nabawiyah,O
000055-004,",",O
000055-004,Ibnu,B_PERSON
000055-004,Ibnu,B_PERSON
000055-004,Amru,I_PERSON
000055-004,berkata,O
000055-004,",",O
000055-004,"""",O
000055-004,Itulah,O
000055-004,kondisi,O
000055-004,paling,O
000055-004,keras,O
000055-004,yang,O
000055-004,dilakukan,O
000055-004,Quraisy,O
000055-004,.,O
000116-001,Rasulullah,B_PERSON
000116-001,mengadakan,O
000116-001,persiapan,O
000116-001,untuk,O
000116-001,keluar,O
000116-001,",",O
000116-001,beserta,O
000116-001,313,O
000116-001,atau,O
000116-001,hingga,O
000116-001,317,O
000116-001,orang,O
000116-001,",",O
000116-001,terdiri,O
000116-001,dari,O
000116-001,82,O
000116-001,hingga,O
000116-001,86,O
000116-001,dari,O
000116-001,Muhajirin,O
000116-001,",",O
000116-001,61,O
000116-001,dari,O
000116-001,Aus,O
000116-001,dan,O
000116-001,170,O
000116-001,dari,O
000116-001,Khazraj,O
000116-001,.,O
000116-001,Mereka,O
000116-001,tidak,O
000116-001,mengadakan,O
000116-001,pertemuan,O
000116-001,khusus,O
000116-001,",",O
000116-001,tidak,O
000116-001,pula,O
000116-001,membawa,O
000116-001,perlengkapan,O
000116-001,yang,O
000116-001,banyak,O
000116-001,.,O
000116-001,Kudanya,O
