text_id,token,label
000047-001,Selama,O
000047-001,masa-masa,O
000047-001,itu,O
000047-001,orang-orang,O
000047-001,Quraisy,O
000047-001,juga,O
000047-001,disibukkan,O
000047-001,urusan,O
000047-001,lain,O
000047-001,",",O
000047-001,yaitu,O
000047-001,semakin,O
000047-001,dekatnya,O
000047-001,jarak,O
000047-001,antara,O
000047-001,dakwah,O
000047-001,secara,O
000047-001,terang-terangan,O
000047-001,dengan,O
000047-001,musim,O
000047-001,haji,O
000047-001,.,O
000047-001,Mereka,O
000047-001,menyadari,O
000047-001,bahwa,O
000047-001,berbagai,O
000047-001,utusan,O
000047-001,dari,O
000047-001,seluruh,O
000047-001,Jazirah,B_LOCATION
000047-001,Arab,I_LOCATION
000047-001,akan,O
000047-001,mendatangi,O
000047-001,mereka,O
000047-001,.,O
000047-001,Oleh,O
000047-001,karena,O
000047-001,itu,O
000047-001,mereka,O
000047-001,berpendapat,O
000047-001,untuk,O
000047-001,mengeluarkan,O
000047-001,satu,O
000047-001,pernyataan,O
000047-001,resmi,O
000047-001,yang,O
000047-001,disampaikan,O
000047-001,kepada,O
000047-001,bangsa,O
000047-001,Arab,O
000047-001,tentang,O
000047-001,status,O
000047-001,Muhammad,B_PERSON
000047-001,",",O
000047-001,agar,O
000047-001,dakwah,O
000047-001,beliau,O
000047-001,tidak,O
000047-001,meninggalkan,O
000047-001,pengaruh,O
000047-001,di,O
000047-001,dalam,O
000047-001,jiwa,O
000047-001,mereka,O
000047-001,.,O
000047-001,Mereka,O
000047-001,pun,O
000047-001,berkumpul,O
000047-001,di,O
000047-001,tempat,O
000047-001,Al-Walid,B_PERSON
000047-001,bin,I_PERSON
000047-001,Al-Mughirah,I_PERSON
000047-001,",",O
000047-001,memperbincangkan,O
000047-001,masalah,O
000047-001,ini,O
000047-001,.,O
000047-001,Al-Walid,O
000047-001,berkata,O
000047-001,",",O
000047-001,Ambil,O
000047-001,satu,O
000047-001,kesimpulan,O
000047-001,tentang,O
000047-001,masalah,O
000047-001,ini,O
000047-001,",",O
000047-001,dan,O
000047-001,jangan,O
000047-001,sampai,O
000047-001,kalian,O
000047-001,saling,O
000047-001,berbeda,O
000047-001,pendapat,O
000047-001,",",O
000047-001,sehingga,O
000047-001,sebagian,O
000047-001,di,O
000047-001,antara,O
000047-001,kalian,O
000047-001,mendustakan,O
000047-001,sebagian,O
000047-001,yang,O
000047-001,lain,O
000047-001,",",O
000047-001,sebagian,O
000047-001,menyanggah,O
000047-001,sebagian,O
000047-001,yang,O
000047-001,lain,O
000047-001,".""""",O
000047-001,"""",O
000047-001,Pendapatmu,O
000047-001,sendiri,O
000047-001,bagaimana,O
000047-001,"?""",O
000047-001,tanya,O
000047-001,mereka,O
000047-001,.,O
000047-001,"""",O
000047-001,Sampaikan,O
000047-001,dulu,O
000047-001,pendapat,O
000047-001,kalian,O
000047-001,",",O
000047-001,biar,O
000047-001,aku,O
000047-001,mendengarnya,O
000047-001,",""",O
000047-001,kata,O
000047-001,Al-Walid,O
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,bahwa,O
000047-001,dia,O
000047-001,adalah,O
000047-001,seorang,O
000047-001,dukun,O
000047-001,".""",O
000047-001,"""",O
000047-001,Tidak,O
000047-001,",",O
000047-001,demi,O
000047-001,Allah,O
000047-001,",",O
000047-001,dia,O
000047-001,bukanlah,O
000047-001,seorang,O
000047-001,dukun,O
000047-001,",""",O
000047-001,jawab,O
000047-001,Al-Walid,O
000047-001,",",O
000047-001,toh,O
000047-001,kita,O
000047-001,pernah,O
000047-001,melihat,O
000047-001,para,O
000047-001,dukun,O
000047-001,.,O
000047-001,Dia,O
000047-001,sama,O
000047-001,sekali,O
000047-001,tidak,O
000047-001,menggunakan,O
000047-001,sajak,O
000047-001,dan,O
000047-001,mantera,O
000047-001,seperti,O
000047-001,dukun,O
000047-001,".""",O
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,",",O
000047-001,dia,O
000047-001,orang,O
000047-001,sinting,O
000047-001,",""",O
000047-001,kata,O
000047-001,mereka,O
000047-001,.,O
000047-001,"""",O
000047-001,Dia,O
000047-001,bukanlah,O
000047-001,orang,O
000047-001,sinting,O
000047-001,",""",O
000047-001,kata,O
000047-001,Al-Walid,O
000047-001,",",O
000047-001,"""",O
000047-001,toh,O
000047-001,kita,O
000047-001,sudah,O
000047-001,melihat,O
000047-001,orang-orang,O
000047-001,sinting,O
000047-001,dan,O
000047-001,mengetahuinya,O
000047-001,.,O
000047-001,Dia,O
000047-001,tidak,O
000047-001,menangis,O
000047-001,tersedu-sedu,O
000047-001,tidak,O
000047-001,bertindak,O
000047-001,sekenanya,O
000047-001,dan,O
000047-001,tidak,O
000047-001,berbisik-bisik,O
000047-001,layaknya,O
000047-001,orang,O
000047-001,sinting,O
000047-001,".""",O
000047-001,"""",O
000047-001,Kita,O
000047-001,katakan,O
000047-001,saja,O
000047-001,",",O
000047-001,dia,O
000047-001,seorang,O
000047-001,penyair,O
000047-001,",""",O
000047-001,kata,O
000047-001,mereka,O
000047-001,.,O
000049-011,Setelah,O
000049-011,itu,O
000049-011,dia,O
000049-011,disuruh,O
000049-011,duduk,O
000049-011,dan,O
000049-011,di,O
000049-011,bawah,O
000049-011,terik,O
000049-011,matahari,O
000049-011,dan,O
000049-011,dibiarkan,O
000049-011,kelaparan,O
000049-011,.,O
000049-011,Penyiksaan,O
000049-011,paling,O
000049-011,keras,O
000049-011,yang,O
000049-011,dialaminya,O
000049-011,",",O
000049-011,suatu,O
000049-011,hari,O
000049-011,dia,O
000049-011,dibawa,O
000049-011,keluar,O
000049-011,selagi,O
000049-011,matahari,O
000049-011,tepat,O
000049-011,di,O
000049-011,tengah,O
000049-011,ufuk,O
000049-011,.,O
000049-011,lalu,O
000049-011,dia,O
000049-011,ditelentangkan,O
000049-011,di,O
000049-011,atas,O
000049-011,padang,O
000049-011,pasir,O
000049-011,Makkah,B_LOCATION
000049-011,.,O
000049-011,Umayyah,B_PERSON
000049-011,meminta,O
000049-011,sebuah,O
000049-011,batu,O
000049-011,yang,O
000049-011,besar,O
000049-011,lalu,O
000049-011,diletakkan,O
000049-011,di,O
000049-011,atas,O
000049-011,dada,O
000049-011,Bilal,B_PERSON
000049-011,",",O
000049-011,seraya,O
000049-011,berkata,O
000049-011,",",O
000049-011,"""",O
000049-011,Tidak,O
000049-011,demi,O
000049-011,Allah,O
000049-011,",",O
000049-011,kamu,O
000049-011,tetap,O
000049-011,seperti,O
000049-011,ini,O
000049-011,hingga,O
000049-011,kamu,O
000049-011,mati,O
000049-011,atau,O
000049-011,mengingkari,O
000049-011,Muhammad,B_PERSON
000049-011,serta,O
000049-011,menyembah,O
000049-011,Lata,O
000049-011,dan,O
000049-011,Uzza,O
000049-011,".""",O
000049-011,Bilal,B_PERSON
000049-011,hanya,O
000049-011,mampu,O
000049-011,berucap,O
000049-011,",",O
000049-011,"""",O
000049-011,Ahad,O
000049-011,",",O
000049-011,Ahad,O
000049-011,...,O
000049-011,Suatu,O
000049-011,hari,O
000049-011,Abu,B_PERSON
000049-011,Bakar,I_PERSON
000049-011,lewat,O
000049-011,selagi,O
000049-011,orang-orang,O
000049-011,Quraisy,O
000049-011,berbuat,O
000049-011,seperti,O
000049-011,itu,O
000049-011,terhadap,O
000049-011,Bilal,B_PERSON
000049-011,.,O
000049-011,Lalu,O
000049-011,Abu,B_PERSON
000049-011,Bakar,I_PERSON
000049-011,membeli,O
000049-011,Bilal,B_PERSON
000049-011,dengan,O
000049-011,seorang,O
000049-011,pemuda,O
000049-011,berkulit,O
000049-011,hitam,O
000049-011,.,O
000049-011,Ada,O
000049-011,yang,O
000049-011,berpendapat,O
000049-011,",",O
000049-011,Abu,B_PERSON
000049-011,Bakar,I_PERSON
000049-011,membelinya,O
000049-011,dengan,O
000049-011,tujuh,O
000049-011,uqiyah,O
000049-011,atau,O
000049-011,lima,O
000049-011,keping,O
000049-011,perak,O
000049-011,",",O
000049-011,lalu,O
000049-011,Ammar,B_PERSON
000049-011,bin,I_PERSON
000049-011,Yasir,I_PERSON
000049-011,",",O
000049-011,budak,O
000049-011,Bani,O
000049-011,Makhzum,O
000049-011,",",O
000049-011,masuk,O
000049-011,Islam,O
000049-011,bersama,O
000049-011,ibu,O
000049-011,dan,O
000049-011,bapaknya,O
000049-011,.,O
000049-011,Orang-orang,O
000049-011,musyrik,O
000049-011,yang,O
000049-011,dipimpin,O
000049-011,Abu,B_PERSON
000049-011,Jahal,I_PERSON
000049-011,menyeret,O
000049-011,mereka,O
000049-011,ke,O
000049-011,tengah,O
000049-011,padang,O
000049-011,pasir,O
000049-011,yang,O
000049-011,panas,O
000049-011,membara,O
000049-011,lalu,O
000049-011,menyiksa,O
000049-011,mereka,O
000049-011,.,O
000049-011,Nabi,O
000049-011,lewat,O
000049-011,selagi,O
000049-011,mereka,O
000049-011,disiksa,O
000049-011,.,O
000049-011,Beliau,O
000049-011,bersabda,O
000049-011,",",O
000049-011,"""",O
000049-011,Sabarlah,O
000049-011,wahai,O
000049-011,keluarga,O
000049-011,Yasir,O
000049-011,!,O
000049-011,Sesungguhnya,O
000049-011,tempat,O
000049-011,yang,O
000049-011,sudah,O
000049-011,dijanjikan,O
000049-011,bagi,O
000049-011,kalian,O
000049-011,adalah,O
000049-011,surga.',O
000049-011,Yasir,B_PERSON
000049-011,meninggal,O
000049-011,dunia,O
000049-011,dalam,O
000049-011,penyiksaan,O
000049-011,itu,O
000049-011,",",O
000049-011,dan,O
000049-011,ibu,O
000049-011,Ammar,B_PERSON
000049-011,",",O
000049-011,Sumayyah,B_PERSON
000049-011,ditikam,O
000049-011,Abu,B_PERSON
000049-011,Jahal,I_PERSON
000049-011,dengan,O
000049-011,menggunakan,O
000049-011,tombak,O
000049-011,",",O
000049-011,hingga,O
000049-011,meninggal,O
000049-011,dunia,O
000049-011,Dialah,O
000049-011,wanita,O
000049-011,pertama,O
000049-011,yang,O
000049-011,mati,O
000049-011,syahid,O
000049-011,dalam,O
000049-011,Islam,O
000049-011,.,O
000049-011,Sedangkan,O
000049-011,Ammar,B_PERSON
000049-011,yang,O
000049-011,masih,O
000049-011,hidup,O
000049-011,harus,O
000049-011,menghadapi,O
000049-011,penyiksaan,O
000049-011,yang,O
000049-011,lebih,O
000049-011,menyakitkan,O
000049-011,lagi,O
000049-011,Sebuah,O
000049-011,batu,O
000049-011,yang,O
000049-011,panas,O
000049-011,diletakkan,O
000049-011,di,O
000049-011,dadanya,O
000049-011,dan,O
000049-011,sebagian,O
000049-011,tubuhnya,O
000049-011,yang,O
000049-011,lain,O
000049-011,dibenamkan,O
000049-011,di,O
000049-011,dalam,O
000049-011,pasir,O
000049-011,yang,O
000049-011,panas,O
000049-011,membara,O
000049-011,.,O
000051-003,Rasulullah,B_PERSON
000051-003,sudah,O
000051-003,tahu,O
000051-003,bahwa,O
000051-003,Ashhamah,O
000051-003,An-Najasyi,B_PERSON
000051-003,",",O
000051-003,raja,O
000051-003,yang,O
000051-003,berkuasa,O
000051-003,di,O
000051-003,Habasyah,B_LOCATION
000051-003,adalah,O
000051-003,seorang,O
000051-003,raja,O
000051-003,yang,O
000051-003,adil,O
000051-003,",",O
000051-003,tak,O
000051-003,bakal,O
000051-003,ada,O
000051-003,seorang,O
000051-003,pun,O
000051-003,yang,O
000051-003,teraniaya,O
000051-003,di,O
000051-003,sisinya,O
000051-003,.,O
000051-003,Oleh,O
000051-003,karena,O
000051-003,itu,O
000051-003,beliau,O
000051-003,memerintahkan,O
000051-003,agar,O
000051-003,beberapa,O
000051-003,orang,O
000051-003,Muslim,O
000051-003,hijrah,O
000051-003,ke,O
000051-003,Habasyah,B_LOCATION
000051-003,",",O
000051-003,melepaskan,O
000051-003,diri,O
000051-003,dari,O
000051-003,cobaan,O
000051-003,sambil,O
000051-003,membawa,O
000051-003,agamanya,O
000051-003,.,O
000051-003,Pada,O
000051-003,bulan,B_TIME
000051-003,Rajab,I_TIME
000051-003,tahun,O
000051-003,kelima,O
000051-003,dari,O
000051-003,nubuwah,O
000051-003,",",O
000051-003,sekelompok,O
000051-003,sahabat,O
000051-003,hijrah,O
000051-003,yang,O
000051-003,pertama,O
000051-003,kali,O
000051-003,ke,O
000051-003,Habasyah,B_LOCATION
000051-003,",",O
000051-003,terdiri,O
000051-003,dari,O
000051-003,dua,O
000051-003,belas,O
000051-003,orang,O
000051-003,laki-laki,O
000051-003,dan,O
000051-003,empat,O
000051-003,orang,O
000051-003,wanita,O
000051-003,",",O
000051-003,yang,O
000051-003,dipimpin,O
000051-003,Utsman,B_PERSON
000051-003,bin,I_PERSON
000051-003,Affan,I_PERSON
000051-003,.,O
000051-003,Dalam,O
000051-003,rombongan,O
000051-003,ini,O
000051-003,ikut,O
000051-003,pula,O
000051-003,Sayyidah,O
000051-003,Ruqayyah,B_PERSON
000051-003,",",O
000051-003,putri,O
000051-003,Rasulullah,B_PERSON
000051-003,.,O
000051-003,Beliau,O
000051-003,bersabda,O
000051-003,tentang,O
000051-003,keduanya,O
000051-003,",",O
000051-003,"""",O
000051-003,Mereka,O
000051-003,berdua,O
000051-003,adalah,O
000051-003,penduduk,O
000051-003,Baitul-Haram,B_LOCATION
000051-003,pertama,O
000051-003,yang,O
000051-003,hijrah,O
000051-003,di,O
000051-003,jalan,O
000051-003,Allah,O
000051-003,setelah,O
000051-003,Ibrahim,B_PERSON
000051-003,dan,O
000051-003,83,O
000051-003,Mukhashar,O
000051-003,Siratir-Rasul,O
000051-003,",",O
000051-003,Syaikh,O
000051-003,Abdullah,B_PERSON
000051-003,An-Najdi,O
000051-003,",",O
000051-003,hal,O
000051-003,.,O
000051-003,92-93,O
000051-003,;,O
000051-003,Zadul-Ma'd,O
000051-003,",",O
000051-003,1/24,O
000051-003,;,O
000051-003,Rahmah,O
000051-003,Lil-,O
000051-003,'alamin,O
000051-003,",",O
000051-003,1/61,O
000051-003,.,O
000051-003,Dengan,O
000051-003,berjalan,O
000051-003,mengendap-ngendap,O
000051-003,di,O
000051-003,tengah,O
000051-003,malam,O
000051-003,",",O
000051-003,mereka,O
000051-003,pergi,O
000051-003,menuju,O
000051-003,pinggir,O
000051-003,pantai,O
000051-003,",",O
000051-003,agar,O
000051-003,tidak,O
000051-003,diketahui,O
000051-003,orang-orang,O
000051-003,Quraisy,O
000051-003,.,O
000051-003,Secara,O
000051-003,kebetulan,O
000051-003,saat,O
000051-003,mereka,O
000051-003,tiba,O
000051-003,di,O
000051-003,pelabuhan,O
000051-003,Syaiban,B_LOCATION
000051-003,",",O
000051-003,ada,O
000051-003,dua,O
000051-003,kapal,O
000051-003,datang,O
000051-003,yang,O
000051-003,bertolak,O
000051-003,menuju,O
000051-003,Habasyah,B_LOCATION
000051-003,.,O
000051-003,Setelah,O
000051-003,orang-orang,O
000051-003,Quraisy,O
000051-003,mengetahui,O
000051-003,kepergian,O
000051-003,orang-orang,O
000051-003,Muslim,O
000051-003,ini,O
000051-003,",",O
000051-003,mereka,O
000051-003,segera,O
000051-003,mengejar,O
000051-003,.,O
000051-003,Tetapi,O
000051-003,tatkala,O
000051-003,mereka,O
000051-003,tiba,O
000051-003,di,O
000051-003,pinggir,O
000051-003,pantai,O
000051-003,",",O
000051-003,orang-orang,O
000051-003,Muslim,O
000051-003,sudah,O
000051-003,bertolak,O
000051-003,dengan,O
000051-003,selamat,O
000051-003,.,O
000051-003,Orang,O
000051-003,orang,O
000051-003,Muslim,O
000051-003,hidup,O
000051-003,di,O
000051-003,sana,O
000051-003,dengan,O
000051-003,mendapat,O
000051-003,perlakuan,O
000051-003,yang,O
000051-003,baik,O
000051-003,.,O
000051-003,Pada,O
000051-003,bulan,B_TIME
000051-003,Ramadhan,I_TIME
000051-003,di,O
000051-003,tahun,O
000051-003,yang,O
000051-003,sama,O
000051-003,",",O
000051-003,Nabi,O
000051-003,keluar,O
000051-003,dari,O
000051-003,Masjidil,B_LOCATION
000051-003,Haram,I_LOCATION
000051-003,",",O
000051-003,yang,O
000051-003,saat,O
000051-003,itu,O
000051-003,para,O
000051-003,pemuka,O
000051-003,dan,O
000051-003,pembesar,O
000051-003,Quraisy,O
000051-003,sedang,O
000051-003,berkumpul,O
000051-003,di,O
000051-003,sana,O
000051-003,.,O
000052-004,Lalu,O
000052-004,kaum,O
000052-004,kami,O
000052-004,memusuhi,O
000052-004,kami,O
000052-004,",",O
000052-004,menyiksa,O
000052-004,kami,O
000052-004,dan,O
000052-004,menimbulkan,O
000052-004,cobaan,O
000052-004,terhadap,O
000052-004,agama,O
000052-004,kami,O
000052-004,",",O
000052-004,dengan,O
000052-004,tujuan,O
000052-004,untuk,O
000052-004,mengembalikan,O
000052-004,kami,O
000052-004,kepada,O
000052-004,penyembahan,O
000052-004,terhadap,O
000052-004,patung,O
000052-004,",",O
000052-004,tanpa,O
000052-004,diperbolehkan,O
000052-004,menyembah,O
000052-004,Allah,O
000052-004,",",O
000052-004,agar,O
000052-004,kami,O
000052-004,menghalalkan,O
000052-004,berbagai,O
000052-004,macam,O
000052-004,keburukan,O
000052-004,seperti,O
000052-004,dahulu,O
000052-004,.,O
000052-004,Setelah,O
000052-004,mereka,O
000052-004,menekan,O
000052-004,",",O
000052-004,berbuat,O
000052-004,semena-mena,O
000052-004,",",O
000052-004,mempersempit,O
000052-004,gerak,O
000052-004,kami,O
000052-004,dan,O
000052-004,menghalangi,O
000052-004,diri,O
000052-004,kami,O
000052-004,dari,O
000052-004,agama,O
000052-004,kami,O
000052-004,",",O
000052-004,maka,O
000052-004,kami,O
000052-004,pun,O
000052-004,pergi,O
000052-004,ke,O
000052-004,negeri,O
000052-004,tuan,O
000052-004,dan,O
000052-004,memilih,O
000052-004,tuan,O
000052-004,daripada,O
000052-004,orang,O
000052-004,lain,O
000052-004,.,O
000052-004,Kami,O
000052-004,gembira,O
000052-004,mendapat,O
000052-004,perlindungan,O
000052-004,tuan,O
000052-004,dan,O
000052-004,kami,O
000052-004,tetap,O
000052-004,berharap,O
000052-004,agar,O
000052-004,kami,O
000052-004,tidak,O
000052-004,dizhalimi,O
000052-004,di,O
