text_id,token,label
000043-001,Langkah,O
000043-001,pertama,O
000043-001,yang,O
000043-001,dilakukan,O
000043-001,Rasulullah,B_PERSON
000043-001,setelah,O
000043-001,turun,O
000043-001,ayat,O
000043-001,di,O
000043-001,atas,O
000043-001,ialah,O
000043-001,mengundang,O
000043-001,Bani,O
000043-001,Hasyim,O
000043-001,.,O
000043-001,Mereka,O
000043-001,memenuhi,O
000043-001,undangan,O
000043-001,ini,O
000043-001,",",O
000043-001,yaitu,O
000043-001,beberapa,O
000043-001,orang,O
000043-001,dari,O
000043-001,Bani,O
000043-001,Al-Muththalib,B_PERSON
000043-001,bin,I_PERSON
000043-001,Abdi,I_PERSON
000043-001,Manaf,O
000043-001,",",O
000043-001,yang,O
000043-001,jumlahnya,O
000043-001,ada,O
000043-001,45,O
000043-001,orang,O
000043-001,.,O
000043-001,Sebelum,O
000043-001,beliau,O
000043-001,berbicara,O
000043-001,",",O
000043-001,Abu,B_PERSON
000043-001,Lahab,I_PERSON
000043-001,sudah,O
000043-001,mendahului,O
000043-001,angkat,O
000043-001,bicara,O
000043-001,",",O
000043-001,"""",O
000043-001,Mereka,O
000043-001,yang,O
000043-001,hadir,O
000043-001,di,O
000043-001,sini,O
000043-001,adalah,O
000043-001,paman-pamanmu,O
000043-001,sendiri,O
000043-001,dan,O
000043-001,anak-,O
000043-001,anaknya,O
000043-001,.,O
000043-001,Maka,O
000043-001,bicaralah,O
000043-001,jika,O
000043-001,ingin,O
000043-001,berbicara,O
000043-001,dan,O
000043-001,tidak,O
000043-001,perlu,O
000043-001,bersikap,O
000043-001,kekanak-,O
000043-001,kanakan,O
000043-001,.,O
000043-001,Ketahuilah,O
000043-001,bahwa,O
000043-001,tidak,O
000043-001,ada,O
000043-001,orang,O
000043-001,Arab,O
000043-001,yang,O
000043-001,berani,O
000043-001,mengernyitkan,O
000043-001,dahi,O
000043-001,terhadap,O
000043-001,kaummu,O
000043-001,.,O
000043-001,Dengan,O
000043-001,begitu,O
000043-001,aku,O
000043-001,berhak,O
000043-001,menghukummu,O
000043-001,.,O
000043-001,Biarkanlah,O
000043-001,urusan,O
000043-001,bani,O
000043-001,bapakmu,O
000043-001,.,O
000043-001,Jika,O
000043-001,engkau,O
000043-001,tetap,O
000043-001,bertahan,O
000043-001,pada,O
000043-001,urusanmu,O
000043-001,ini,O
000043-001,",",O
000043-001,maka,O
000043-001,itu,O
000043-001,lebih,O
000043-001,mudah,O
000043-001,bagi,O
000043-001,mereka,O
000043-001,daripada,O
000043-001,seluruh,O
000043-001,kabilah,O
000043-001,Quraisy,O
000043-001,menerkammu,O
000043-001,dan,O
000043-001,semua,O
000043-001,bangsa,O
