text_id,token,label
000049-012,Sedangkan,O
000049-012,Ammar,B_PERSON
000049-012,yang,O
000049-012,masih,O
000049-012,hidup,O
000049-012,harus,O
000049-012,menghadapi,O
000049-012,penyiksaan,O
000049-012,yang,O
000049-012,lebih,O
000049-012,menyakitkan,O
000049-012,lagi,O
000049-012,Sebuah,O
000049-012,batu,O
000049-012,yang,O
000049-012,panas,O
000049-012,diletakkan,O
000049-012,di,O
000049-012,dadanya,O
000049-012,dan,O
000049-012,sebagian,O
000049-012,tubuhnya,O
000049-012,yang,O
000049-012,lain,O
000049-012,dibenamkan,O
000049-012,di,O
000049-012,dalam,O
000049-012,pasir,O
000049-012,yang,O
000049-012,panas,O
000049-012,membara.,O
000049-012,Kami,O
000049-012,tidak,O
000049-012,akan,O
000049-012,membiarkanmu,O
000049-012,kecuali,O
000049-012,jika,O
000049-012,engkau,O
000049-012,mau,O
000049-012,mencaci,O
000049-012,"Muhammad,",B_PERSON
000049-012,atau,O
000049-012,engkau,O
000049-012,mau,O
000049-012,mengatakan,O
000049-012,hal-hal,O
000049-012,yang,O
000049-012,baik,O
000049-012,tentang,O
000049-012,Lata,B_PERSON
000049-012,dan,O
000049-012,"Uzza,""",B_PERSON
000049-012,kata,O
000049-012,mereka.,O
000049-012,Dengan,O
000049-012,terpaksa,O
000049-012,Ammar,B_PERSON
000049-012,memenuhi,O
000049-012,permintaan,O
000049-012,mereka,O
000049-012,itu,O
000049-012,hingga,O
000049-012,dilepaskan.,O
000049-012,Setelah,O
000049-012,itu,O
000049-012,dia,O
000049-012,menemu,O
000049-012,Nabi,B_PERSON
000049-012,sambil,O
000049-012,menangis,O
000049-012,dan,O
000049-012,meminta,O
000049-012,ampun.,O
000049-012,Lalu,O
000049-012,turun,O
000049-012,ayat,O
000049-012,tentang,O
000049-012,"dirinya,",O
000049-012,O,O
000049-012,"""Barangsiapa",O
000049-012,yang,O
000049-012,kafir,O
000049-012,kepada,O
000049-012,Allah,O
000049-012,sesudah,O
000049-012,dia,O
000049-012,beriman,O
000049-012,(dia,O
000049-012,mendapat,O
000049-012,kemurkaan,O
000049-012,"Allah),",O
000049-012,kecuali,O
000049-012,orang,O
000049-012,yang,O
000049-012,dipaksa,O
000049-012,kafir,O
000049-012,padahal,O
000049-012,hatinya,O
000049-012,tetap,O
000049-012,tenang,O
000049-012,dalam,O
000049-012,beriman,O
000049-012,(dia,O
000049-012,tidak,O
000049-012,berdosa).,O
000049-012,"""",O
000049-012,(An-Nahl:,B_PERSON
000049-012,103),O
000049-012,Abu,B_PERSON
000049-012,"Fakihah,",I_PERSON
000049-012,yang,O
000049-012,nama,O
000049-012,aslinya,O
000049-012,"Aflah,",B_PERSON
000049-012,budak,O
000049-012,Bani,O
000049-012,Abdid-Dar,O
000049-012,diikat,O
000049-012,kakinya,O
000049-012,dengan,O
000049-012,ikatan,O
000049-012,"kencang,",O
000049-012,lalu,O
000049-012,diseret,O
000049-012,di,O
000049-012,atas,O
000049-012,tanah,O
000049-012,Khabbab,B_PERSON
000049-012,bin,I_PERSON
000049-012,"Al-Aratt,",I_PERSON
000049-012,budak,O
000049-012,milik,O
000049-012,Ummu,B_PERSON
000049-012,Ammar,I_PERSON
000049-012,binti,I_PERSON
000049-012,Siba',I_PERSON
000049-012,Al,O
000049-012,Khuza'iyah,O
000049-012,juga,O
000049-012,mendapat,O
000049-012,berbagai,O
000049-012,macam,O
000049-012,penyiksaan.,O
000049-012,Mereka,O
000049-012,mencengkeram,O
000049-012,rambutnya,O
000049-012,lalu,O
000049-012,menariknya,O
000049-012,dengan,O
000049-012,tarikan,O
000049-012,yang,O
000049-012,keras,O
000049-012,dan,O
000049-012,membelitkan,O
000049-012,tali,O
000049-012,di,O
000049-012,lehernya,O
000049-012,dan,O
000049-012,menelentangkannya,O
000049-012,di,O
000049-012,tanah,O
000049-012,hingga,O
000049-012,beberapa,O
000049-012,kali,O
000049-012,di,O
000049-012,atas,O
000049-012,pasir,O
000049-012,yang,O
000049-012,"menyengat,",O
000049-012,kemudian,O
000049-012,mereka,O
000049-012,meletakkan,O
000049-012,sebuah,O
000049-012,batu,O
000049-012,di,O
000049-012,atas,O
000049-012,"tubuhnya,",O
000049-012,hingga,O
000049-012,dia,O
000049-012,tidak,O
000049-012,mampu,O
000049-012,berdiri,O
000049-012,lagi.,O
000049-012,80,O
000049-012,Rahmah,O
000049-012,Lil-,O
000049-012,"'alamin,",O
000049-012,1/57;,O
000049-012,"Talqihul-Fuhum,",O
000049-012,hal,O
000049-012,61;,O
000049-012,Sirah,O
000049-012,"An-Nabawiyah,",O
000049-012,Ibnu,B_PERSON
000049-012,"Hisyam,",I_PERSON
000049-012,1/317,O
000049-012,318.,O
000049-012,81,O
000049-012,Rahmah,O
000049-012,Lil-,O
000049-012,"alamin,",O
000049-012,1/57,O
000049-012,"Zinnirah,",O
000049-012,"Nahdiyah,",B_PERSON
000049-012,dan,O
000049-012,kedua,O
000049-012,"putrinya,",O
000049-012,serta,O
000049-012,Ummu,B_PERSON
000049-012,"Ubais,",I_PERSON
000049-012,yang,O
000049-012,semuanya,O
000049-012,hamba,O
000049-012,"sahaya,",O
000049-012,juga,O
000049-012,masuk,O
000049-012,Islam.,O
000057-005,Sesungguhnya,O
000057-005,saudarimu,O
000057-005,dan,O
000057-005,iparmu,O
000057-005,telah,O
000057-005,keluar,O
000057-005,dari,O
000057-005,agama,O
000057-005,serta,O
000057-005,meninggalkan,O
000057-005,agama,O
000057-005,yang,O
000057-005,selama,O
000057-005,ini,O
000057-005,engkau,O
000057-005,"peluk.""",O
000057-005,Dengan,O
000057-005,terburu-buru,O
000057-005,Umar,B_PERSON
000057-005,berlalu,O
000057-005,hingga,O
000057-005,tiba,O
000057-005,di,O
000057-005,rumah,O
000057-005,adik,O
000057-005,perempuanny,O
000057-005,a,O
000057-005,dan,O
000057-005,"iparnya,",O
000057-005,yang,O
000057-005,saat,O
000057-005,itu,O
000057-005,ada,O
000057-005,pula,O
000057-005,Khabbab,B_PERSON
000057-005,bin,I_PERSON
000057-005,"Al-Art,",I_PERSON
000057-005,sedang,O
000057-005,menghadapi,O
000057-005,Shahifah,O
000057-005,berisi,O
000057-005,surat,O
000057-005,Thaha.,O
000057-005,Dia,O
000057-005,membacakan,O
000057-005,surat,O
000057-005,ini,O
000057-005,di,O
000057-005,hadapan,O
000057-005,mereka,O
000057-005,berdua.,O
000057-005,Tatkala,O
000057-005,Khabbab,B_PERSON
000057-005,mendengar,O
000057-005,suara,O
000057-005,kedatangan,O
000057-005,"Umar,",B_PERSON
000057-005,dia,O
000057-005,menyingkir,O
000057-005,ke,O
000057-005,bagian,O
000057-005,belakang,O
000057-005,"ruangan,",O
000057-005,sedangkan,O
000057-005,Fathimah,B_PERSON
000057-005,menyembunyikan,O
000057-005,Shahifah,O
000057-005,Al-Qur,O
000057-005,an.,O
000057-005,"Namun,",O
000057-005,tatkala,O
000057-005,mendekati,O
000057-005,rumah,O
000057-005,adiknya,O
000057-005,"tadi,",O
000057-005,Umar,B_PERSON
000057-005,sempat,O
000057-005,mendengar,O
000057-005,bacaan,O
000057-005,Khabbab,B_PERSON
000057-005,di,O
000057-005,hadapan,O
000057-005,adik,O
000057-005,dan,O
000057-005,iparnya.,O
000057-005,"""Apa",O
000057-005,suara,O
000057-005,bisik-bisik,O
000057-005,yang,O
000057-005,sempat,O
000057-005,kudengar,O
000057-005,dari,O
000057-005,kalian,O
000057-005,"tadi?""",O
000057-005,tanya,O
000057-005,Umar,B_PERSON
000057-005,tatkala,O
000057-005,sudah,O
000057-005,masuk,O
000057-005,rumah.,O
000057-005,"""Hanya",O
000057-005,sekadar,O
000057-005,obrolan,O
000057-005,di,O
000057-005,antara,O
000057-005,"kami,""",O
000057-005,jawab,O
000057-005,keduanya,O
000057-005,"""Kupikir",O
000057-005,kalian,O
000057-005,berdua,O
000057-005,sudah,O
000057-005,keluar,O
000057-005,dari,O
000057-005,"agama,""",O
000057-005,kata,O
000057-005,Umar.,B_PERSON
000057-005,"""Wahai",O
000057-005,"umar,""",B_PERSON
000057-005,kata,O
000057-005,adik,O
000057-005,"iparnya,",O
000057-005,"""apa",O
000057-005,pendapatmu,O
000057-005,jika,O
000057-005,kebenaran,O
000057-005,ada,O
000057-005,dalam,O
000057-005,agama,O
000057-005,selain,O
000057-005,"agamamu?""",O
000057-005,Seketika,O
000057-005,Umar,B_PERSON
000057-005,melompat,O
000057-005,ke,O
000057-005,arah,O
000057-005,adik,O
000057-005,iparnya,O
000057-005,dan,O
000057-005,menginjaknya,O
000057-005,keras.,O
000057-005,keras.,O
000057-005,Adiknya,O
000057-005,mendekat,O
000057-005,untuk,O
