text_id,token,label
000128-001,Kemudian,O
000128-001,Rasulullah,B_PERSON
000128-001,mempersiapkan,O
000128-001,pasukan,O
000128-001,",",O
000128-001,berkeliling,O
000128-001,di,O
000128-001,sekitar,O
000128-001,arena,O
000128-001,yang,O
000128-001,akan,O
000128-001,dijadikan,O
000128-001,ajang,O
000128-001,pertempuran,O
000128-001,.,O
000128-001,Beliau,O
000128-001,menunjukkan,O
000128-001,jarinya,O
000128-001,ke,O
000128-001,suatu,O
000128-001,tempat,O
000128-001,sambil,O
000128-001,bersabda,O
000128-001,",",O
000128-001,Ini,O
000128-001,tempat,O
000128-001,kematian,O
000128-001,Fulan,O
000128-001,esok,O
000128-001,hari,O
000128-001,insya,O
000128-001,Allah,O
000128-001,",",O
000128-001,dan,O
000128-001,ini,O
000128-001,tempat,O
000128-001,kematiannya,O
000128-001,Fulan,O
000128-001,insya,O
000128-001,Allah,O
000128-001,".""",O
000128-001,Pada,O
000128-001,malam,O
000128-001,itu,O
000128-001,beliau,O
000128-001,sering,O
000128-001,melaksanakan,O
000128-001,shalat,O
000128-001,di,O
000128-001,dekat,O
000128-001,pangkal,O
000128-001,pohon,O
000128-001,yang,O
000128-001,tumbuh,O
000128-001,di,O
000128-001,sana,O
000128-001,.,O
000128-001,Sedangkan,O
000128-001,orang-orang,O
000128-001,Muslim,O
000128-001,tidur,O
000128-001,dengan,O
000128-001,hembusan,O
000128-001,napas,O
000128-001,yang,O
000128-001,tenang,O
000128-001,seakan,O
000128-001,menyinari,O
000128-001,angkasa,O
000128-001,.,O
000128-001,Hati,O
000128-001,mereka,O
000128-001,ditaburi,O
000128-001,keyakinan,O
000128-001,Mereka,O
000128-001,cukup,O
000128-001,istirahat,O
000128-001,pada,O
000128-001,malam,O
000128-001,itu,O
000128-001,",",O
000128-001,dengan,O
000128-001,harapan,O
000128-001,esok,O
000128-001,paginya,O
000128-001,dapat,O
000128-001,melihat,O
000128-001,kabar,O
000128-001,gembira,O
000128-001,dari,O
000128-001,Allah,O
000128-001,"""(",O
000128-001,Ingatlah,O
000128-001,),O
000128-001,ketika,O
000128-001,Allah,O
000128-001,menjadikan,O
000128-001,kalian,O
000128-001,mengantuk,O
